380, 50.0000
382, 51.6752
384, 52.2176
386, 52.3824
388, 52.9248
390, 54.6000
392, 59.4848
394, 65.5024
396, 71.8336
398, 77.7872
400, 82.8000
402, 85.1416
404, 86.5488
406, 88.0840
408, 89.9520
410, 91.5000
412, 92.1232
414, 92.4136
416, 92.8192
418, 93.3144
420, 93.4000
422, 92.3544
424, 90.8992
426, 89.0248
428, 87.2656
430, 86.7000
432, 89.5400
434, 93.5800
436, 97.7192
438, 101.4584
440, 104.9000
442, 107.4928
444, 109.7944
446, 112.2976
448, 114.9192
450, 117.0000
452, 117.5248
454, 117.5024
456, 117.5408
458, 117.7616
460, 117.8000
462, 117.3160
464, 116.6560
466, 115.9544
468, 115.3328
470, 114.9000
472, 114.9784
474, 115.2392
476, 115.6280
478, 115.9560
480, 115.9000
482, 114.7616
484, 113.2328
486, 111.5600
488, 109.9960
490, 108.8000
492, 108.6704
494, 108.9152
496, 109.1952
498, 109.3504
500, 109.4000
502, 109.1504
504, 108.7952
506, 108.4624
508, 108.1648
510, 107.8000
512, 107.2448
514, 106.6224
516, 105.9072
518, 105.2144
520, 104.8000
522, 105.1688
524, 105.8224
526, 106.5976
528, 107.2992
530, 107.7000
532, 107.2192
534, 106.4376
536, 105.6304
538, 104.9448
540, 104.4000
542, 104.2304
544, 104.1952
546, 104.2176
548, 104.1952
550, 104.0000
552, 103.3152
554, 102.4576
556, 101.5936
558, 100.7872
560, 100.0000
562, 99.2728
564, 98.5584
566, 97.7704
568, 96.9568
570, 96.3000
572, 96.1168
574, 96.0904
576, 96.1504
578, 96.1368
580, 95.8000
582, 94.5656
584, 93.0208
586, 91.3640
588, 89.8320
590, 88.7000
592, 88.6720
594, 89.0440
596, 89.4640
598, 89.7720
600, 90.0000
602, 89.9776
604, 89.8688
606, 89.7856
608, 89.7312
610, 89.6000
612, 89.2456
614, 88.8208
616, 88.4568
618, 88.1376
620, 87.7000
622, 86.9032
624, 85.9816
626, 84.9832
628, 84.0264
630, 83.3000
632, 83.2264
634, 83.3832
636, 83.6040
638, 83.7480
640, 83.7000
642, 83.1136
644, 82.3288
646, 81.4608
648, 80.6376
650, 80.0000
652, 79.9120
654, 80.0160
656, 80.0912
658, 80.1024
660, 80.2000
662, 80.5368
664, 80.9664
666, 81.5144
668, 82.0528
670, 82.3000
672, 81.6984
674, 80.7992
676, 79.9736
678, 79.2472
680, 78.3000
682, 76.7272
684, 74.9336
686, 72.9704
688, 71.0808
690, 69.7000
692, 69.7664
694, 70.3352
696, 70.8688
698, 71.2136
700, 71.6000
702, 72.1336
704, 72.7088
706, 73.5080
708, 74.2720
710, 74.3000
712, 72.2720
714, 69.5080
716, 66.3888
718, 63.4936
720, 61.6000
722, 62.5624
724, 64.5392
726, 66.5864
728, 68.3168
730, 69.9000
732, 71.0424
734, 72.0312
736, 73.2888
738, 74.5976
740, 75.1000
742, 73.3120
744, 70.7240
746, 68.2480
748, 66.0600
750, 63.6000
752, 60.3456
754, 56.8128
756, 52.6784
758, 48.6368
760, 46.4000
762, 49.2768
764, 53.9584
766, 59.0208
768, 63.4816
770, 66.8000
772, 66.8816
774, 65.8208
776, 64.3792
778, 63.3184
780, 63.4000
782, 63.4000
784, 63.4000
786, 63.4000
788, 63.4000
790, 63.4000
792, 63.4000
794, 63.4000
796, 63.4000
798, 63.4000
800, 63.4000
802, 63.4000
804, 63.4000
806, 63.4000
808, 63.4000
810, 63.4000
812, 63.4000
814, 63.4000
816, 63.4000
818, 63.4000
820, 63.4000
822, 63.4000
824, 63.4000
826, 63.4000
828, 63.4000
830, 63.4
